ano;id_municipio;id_municipio_nome;sigla_uf;sigla_uf_nome;populacao_atentida_esgoto;populacao_urbana;extensao_rede_esgoto;quantidade_localidade_esgoto;quantidade_economia_ativa_esgoto;volume_agua_tratada_importado;volume_esgoto_coletado;volume_esgoto_tratado;volume_esgoto_faturado;receita_operacional_direta_esgoto;despesa_servico_terceiro;despesa_servico_outro;despesas_juros_divida_excecao;investimento_recurso_proprio_prestador;investimento_recurso_nao_oneroso_prestador;investimento_recurso_nao_oneroso_estado;investimento_total_estado;natureza_juridica
2022;1400282;Iracema;RR;Roraima;5158;;9.0;0;2240;0.0;120.0;0.0;0.0;0.0;207759.08;0.0;0.0;0.0;0.0;0.0;0.0;
2020;1200138;Bujari;AC;Acre;152;4543;1.0;0;38;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2016;1200385;PlÃ¡cido de Castro;AC;Acre;11020;11062;1.0;0;;0.0;2000.0;1000.0;0.0;0.0;1000.0;471131.33;0.0;0.0;0.0;515420.24;556667.45;Autarquia | Administração pública direta
2014;1200385;PlÃ¡cido de Castro;AC;Acre;11020;10847;1.0;0;;0.0;2000.0;1000.0;0.0;0.0;349627.96;169730.11;0.0;3409.09;15750.0;75887.41;1448393.96;Autarquia | Administração pública direta
2022;1303536;Presidente Figueiredo;AM;Amazonas;5000;;19.57;0;1300;0.0;620.0;0.0;0.0;10000.0;400000.0;19900.0;0.0;0.0;0.0;0.0;0.0;
2020;1400472;RorainÃ³polis;RR;Roraima;1010;13532;20.0;0;;0.0;30.0;0.0;0.0;0.0;55206.11;0.0;0.0;;0.0;0.0;0.0;
2014;1200138;Bujari;AC;Acre;120;3999;1.0;0;30;0.0;20.0;0.0;0.0;0.0;19028.16;27440.19;0.0;3409.09;15750.0;0.0;172506.55;Autarquia | Administração pública direta
2005;1400100;Boa Vista;RR;Roraima;48008;237989;207.1;0;14009;0.0;4060.35;4060.35;4060.35;5577240.04;1165163.06;;0.0;1000883.0;0.0;;;
2014;1400209;CaracaraÃ­;RR;Roraima;10808;11849;54.09;0;;0.0;1035.78;1035.78;0.0;0.0;41740.52;;0.0;;0.0;0.0;0.0;
2004;1200401;Rio Branco;AC;Acre;68391;255829;132.0;0;15198;0.0;4800.0;0.0;2466.6;3995358.1;1770501.31;0.0;0.0;17045.65;1386164.33;;;Autarquia | Administração pública direta
2014;1200336;MÃ¢ncio Lima;AC;Acre;300;9664;0.7;0;550;0.0;20.0;0.0;0.0;100000.0;76818.52;9881.04;1.0;17249.32;15750.0;0.0;0.0;Autarquia | Administração pública direta | Administração pública direta
2012;1200385;PlÃ¡cido de Castro;AC;Acre;13000;10610;6.0;0;;0.0;1000.0;1000.0;0.0;0.0;901489.5;0.0;0.0;0.0;0.0;0.0;45034.43;Autarquia | Administração pública direta
2003;1200401;Rio Branco;AC;Acre;59873;245521;118.6;0;14747;0.0;4333.8;0.0;2350.2;3069030.4;1399055.56;0.0;0.0;0.0;1314236.0;;;Autarquia | Administração pública direta
2022;1302900;MauÃ©s;AM;Amazonas;12800;;30.0;0;3500;0.0;800.0;0.0;0.0;0.0;806079.6;0.0;0.0;136960.0;136960.0;2500000.0;7500000.0;
2019;1400159;Bonfim;RR;Roraima;3160;4208;9.0;0;;0.0;86.0;56.0;0.0;430923.27;67066.32;0.0;0.0;0.0;0.0;1148990.73;1148990.73;
2014;1302603;Manaus;AM;Amazonas;199937;2010062;479.05;0;56780;43029.0;27217.1;27217.1;8394.6;40301091.57;26851004.09;9186255.26;16671389.74;37636412.04;0.0;0.0;0.0;
2022;1400100;Boa Vista;RR;Roraima;383731;;979.43;0;100130;0.0;21424.56;21424.56;14437.28;39197107.62;20445117.35;36484088.43;0.0;9796740.52;12344950.32;0.0;0.0;
2018;1302603;Manaus;AM;Amazonas;266737;2134570;550.51;0;74159;61039.0;17227.5;17227.5;9993.73;54511137.92;40804316.1;31691420.28;3465773.22;22053103.86;0.0;0.0;0.0;
2016;1200401;Rio Branco;AC;Acre;82966;346208;533.47;0;25564;0.0;4354.32;4354.32;4354.32;7342749.81;1788829.25;8915580.97;0.0;48710.0;;5126165.13;13588276.51;Autarquia | Administração pública direta
2015;1400100;Boa Vista;RR;Roraima;181752;313366;712.26;0;50373;0.0;13787.74;13645.17;6410.55;15072111.62;6174565.38;21616475.29;0.0;3960197.22;0.0;29628863.03;31763585.75;
2011;1302603;Manaus;AM;Amazonas;491849;1823137;420.45;0;43553;0.0;21517.0;21517.0;7252.0;21428598.53;25932712.32;7428489.63;14548787.36;36420215.17;0.0;0.0;0.0;
2007;1303536;Presidente Figueiredo;AM;Amazonas;1420;11580;22.12;0;395;0.0;94.78;62.78;0.0;0.0;125810.81;0.0;0.0;236106.08;0.0;;;
2005;1200401;Rio Branco;AC;Acre;58667;273400;132.0;0;16612;0.0;4800.0;1892.0;2635.4;3057957.06;1462857.14;0.0;0.0;97691.99;1846047.48;;;Autarquia | Administração pública direta
2020;1400100;Boa Vista;RR;Roraima;369304;410037;979.43;0;90414;0.0;17659.1;17659.1;11725.42;32056294.17;7263536.88;44953976.32;0.0;3283814.0;0.0;22965287.23;33302551.84;
2021;1400308;MucajaÃ­;RR;Roraima;10784;11164;17.8;0;;0.0;832.0;0.0;0.0;0.0;253751.93;0.0;0.0;308107.44;0.0;0.0;0.0;
2014;1400233;Caroebe;RR;Roraima;2000;3686;5.0;1;900;0.0;200.0;0.0;0.0;0.0;45449.25;15000.0;1500.0;;0.0;0.0;130000.0;
2017;1400100;Boa Vista;RR;Roraima;207625;324413;882.83;0;60445;0.0;14776.0;14776.0;7248.72;20968781.2;5660994.23;17581830.11;30182940.07;3486268.58;0.0;57964361.46;61464013.25;
2016;1200138;Bujari;AC;Acre;120;4143;0.5;0;40;0.0;20.0;0.0;0.0;0.0;0.0;335733.18;0.0;0.0;0.0;0.0;49046.24;Autarquia | Administração pública direta
2013;1200328;JordÃ£o;AC;Acre;3500;2469;2.0;0;;0.0;500.0;0.0;0.0;1500.0;139628.06;47636.34;500.0;0.0;0.0;;66510.71;Autarquia | Administração pública direta
2008;1302603;Manaus;AM;Amazonas;191465;1698875;396.48;0;33820;0.0;20586.0;16449.0;6324.0;20166933.0;15949607.0;19410803.0;17558857.0;27290000.0;0.0;;;
2021;1301001;Carauari;AM;Amazonas;6000;22000;20.0;0;3250;0.0;180.0;0.0;0.0;0.0;98829.69;26392.0;0.0;16220.52;0.0;0.0;0.0;Sociedade de economia mista com administração pública
2012;1200104;BrasilÃ©ia;AC;Acre;5000;14832;12.5;0;1301;0.0;55.0;55.0;0.0;0.0;788628.31;0.0;0.0;909.01;0.0;1063727.52;1440651.32;Autarquia | Administração pública direta
2012;1400100;Boa Vista;RR;Roraima;116062;290155;488.51;0;35644;0.0;8258.14;8258.14;3794.53;8460276.59;3275958.45;5112167.53;0.0;4740573.28;0.0;17656863.0;69201116.79;
2008;1200401;Rio Branco;AC;Acre;57308;279482;120.27;0;17557;0.0;2931.61;204.0;2931.61;4247484.88;2781722.54;168157.88;0.0;0.0;1372762.8;;;Autarquia | Administração pública direta
2007;1302603;Manaus;AM;Amazonas;186471;1636837;367.44;0;34483;0.0;20512.0;9308.0;5766.0;15865286.0;13458830.0;5945349.0;1941419.0;44302212.0;0.0;;;
2019;1200401;Rio Branco;AC;Acre;88199;373994;548.34;0;27055;0.0;4472.62;4472.62;4472.62;8965444.0;2142614.68;6553807.74;0.0;45226.85;0.0;2024026.95;6512236.12;Autarquia | Administração pública direta
2015;1200401;Rio Branco;AC;Acre;83548;340233;533.47;0;25680;0.0;4083.41;4083.41;4083.41;7000045.48;3469217.84;0.0;0.0;0.0;;6087922.85;9991193.22;Autarquia | Administração pública direta
2015;1304237;Tonantins;AM;Amazonas;7850;9628;40.0;0;8426;0.0;560.0;0.0;0.0;0.0;25326.0;6229.0;4526.0;;;0.0;0.0;
2008;1303536;Presidente Figueiredo;AM;Amazonas;1420;12110;22.12;0;395;0.0;94.78;0.0;0.0;0.0;147204.24;0.0;0.0;0.0;0.0;;;
2018;1200104;BrasilÃ©ia;AC;Acre;5800;17222;12.75;0;1340;0.0;78.0;77.0;0.0;0.0;0.0;426289.84;0.0;0.0;0.0;139547.74;139547.74;Autarquia | Administração pública direta
2020;1301001;Carauari;AM;Amazonas;6000;21838;20.0;0;3000;0.0;113.0;0.0;0.0;1000.0;156047.13;2254109.09;0.0;35811.8;0.0;0.0;0.0;Sociedade de economia mista com administração pública
2008;1400100;Boa Vista;RR;Roraima;50105;257069;207.2;0;14422;0.0;3992.07;3992.07;3992.07;6396163.0;2036315.72;;0.0;0.0;3086824.49;;;
2014;1400100;Boa Vista;RR;Roraima;125471;307685;644.05;0;34428;0.0;6856.27;6856.27;6174.33;11601663.38;6553394.67;39415914.33;0.0;5804514.84;0.0;26484397.12;45901984.3;
2011;1200401;Rio Branco;AC;Acre;68000;314294;231.0;0;19656;0.0;3352.0;3352.0;3330.0;5795285.0;6271235.07;15458761.0;0.0;;0.0;4213065.75;12358468.4;Autarquia | Administração pública direta
2011;1400100;Boa Vista;RR;Roraima;85224;284080;334.38;0;24503;0.0;3686.14;3686.14;3686.14;7410934.6;2934238.03;10540416.61;0.0;3804597.0;0.0;72012493.47;72062581.75;
2018;1400100;Boa Vista;RR;Roraima;275081;366774;948.21;0;79711;0.0;15088.01;15088.01;9251.6;26554561.2;8249975.78;20276588.15;50342495.41;;0.0;44772738.42;48878413.52;
2005;1302603;Manaus;AM;Amazonas;184109;1634082;341.0;0;27338;0.0;18894.2;8818.3;5558.6;12470540.0;11881660.0;2446260.0;9043230.0;18226561.0;0.0;;;
2004;1400100;Boa Vista;RR;Roraima;46342;232230;207.1;0;13961;0.0;3978.0;3978.0;3978.0;4222532.83;1945446.57;;0.0;694082.36;0.0;;;
2019;1301001;Carauari;AM;Amazonas;6000;21674;20.0;0;3000;0.0;113.0;0.0;0.0;1000.0;97771.44;18000.0;0.0;10406.66;0.0;0.0;0.0;Sociedade de economia mista com administração pública
2020;1400159;Bonfim;RR;Roraima;3160;4258;9.0;0;;0.0;86.0;56.0;0.0;430923.27;64548.16;0.0;0.0;;0.0;1148990.73;1148990.73;
2018;1400209;CaracaraÃ­;RR;Roraima;10808;12787;51.41;0;;0.0;1035.78;1035.78;0.0;0.0;54077.88;104000.0;0.0;;0.0;0.0;0.0;
2019;1302603;Manaus;AM;Amazonas;434340;2171700;579.11;0;73241;63002.0;19544.57;19544.57;10491.18;55425612.2;56198489.62;134927427.22;5642612.58;88782093.18;0.0;0.0;0.0;
2016;1200104;BrasilÃ©ia;AC;Acre;5800;16198;12.75;0;1340;0.0;75.0;75.0;0.0;0.0;0.0;410340.55;0.0;0.0;0.0;55094.92;56851.5;Autarquia | Administração pública direta
2012;1303536;Presidente Figueiredo;AM;Amazonas;13708;13708;19.57;0;1028;0.0;1500.0;0.0;0.0;0.0;315669.86;45179.94;0.0;6518.0;0.0;0.0;0.0;
2010;1200401;Rio Branco;AC;Acre;68000;308545;231.0;0;17405;0.0;3732.5;2986.0;3732.5;5025934.31;1226410.02;0.0;0.0;0.0;0.0;;;Autarquia | Administração pública direta
2009;1303536;Presidente Figueiredo;AM;Amazonas;3084;12494;20.0;0;1028;0.0;412.0;0.0;0.0;0.0;315670.0;45180.0;0.0;6518.0;0.0;0.0;0.0;
2018;1301001;Carauari;AM;Amazonas;6000;21507;20.0;0;3000;0.0;100.0;0.0;0.0;1000.0;177324.46;0.0;0.0;7305.56;0.0;0.0;0.0;Sociedade de economia mista com administração pública
2014;1200401;Rio Branco;AC;Acre;77271;334153;467.27;0;22590;0.0;3880.14;3880.14;3880.14;6594194.31;5032818.08;278321.9;0.0;849221.64;15750.0;10368.51;14219228.17;Autarquia | Administração pública direta
2013;1400100;Boa Vista;RR;Roraima;120766;301916;579.57;0;37506;0.0;8904.02;8904.02;4345.1;7554221.4;7247754.58;15316272.65;0.0;2514325.25;0.0;37335052.9;99346413.99;
2022;1302603;Manaus;AM;Amazonas;538324;;816.14;0;90451;60473.93;21968.32;21968.32;12811.56;78510261.84;82515398.36;204056538.92;90054396.25;210855721.18;0.0;0.0;0.0;
2017;1303536;Presidente Figueiredo;AM;Amazonas;16124;16541;50.0;0;16124;0.0;1500.0;0.0;0.0;400000.0;0.0;;0.0;0.0;0.0;0.0;0.0;
2015;1200104;BrasilÃ©ia;AC;Acre;5800;15890;12.75;0;1340;0.0;75.0;75.0;0.0;0.0;199245.2;;0.0;0.0;;0.0;287683.82;Autarquia | Administração pública direta
2013;1303536;Presidente Figueiredo;AM;Amazonas;4446;14820;19.57;0;1100;0.0;1560.0;0.0;0.0;0.0;179879.49;0.0;0.0;0.0;0.0;0.0;0.0;
2010;1302603;Manaus;AM;Amazonas;383470;1792881;417.0;0;37285;0.0;48494.29;48494.29;6183.0;19249746.0;27121581.0;26918267.59;18600460.17;31403196.0;0.0;;;
2006;1400100;Boa Vista;RR;Roraima;49931;245336;207.2;0;14439;0.0;3842.9;3842.9;3842.9;5580909.42;1180232.16;;0.0;3663486.57;692827.0;;;
2020;1400308;MucajaÃ­;RR;Roraima;10784;10977;17.8;0;;0.0;832.0;0.0;0.0;0.0;768142.87;0.0;0.0;;0.0;0.0;0.0;
2018;1400472;RorainÃ³polis;RR;Roraima;5000;12983;15.0;0;1200;0.0;150.0;0.0;0.0;0.0;37590.25;685000.0;0.0;;0.0;;;
2014;1303536;Presidente Figueiredo;AM;Amazonas;4578;15263;19.57;0;1100;0.0;600.0;0.0;0.0;0.0;223400.0;0.0;0.0;0.0;0.0;0.0;0.0;
2016;1400209;CaracaraÃ­;RR;Roraima;10808;12178;15.41;0;;0.0;1035.78;1035.78;0.0;0.0;53913.04;60840.0;0.0;0.0;0.0;0.0;0.0;
2018;1200401;Rio Branco;AC;Acre;82178;368334;546.27;0;25301;0.0;4201.92;4201.92;4201.92;8887783.45;1786598.2;8913332.86;0.0;310145.75;0.0;7790937.3;22818333.37;Autarquia | Administração pública direta
2018;1400456;Pacaraima;RR;Roraima;7000;6741;1.0;0;;0.0;300.0;0.0;0.0;10000.0;218848.91;10500.0;2000.0;;0.0;;;
2012;1302603;Manaus;AM;Amazonas;511863;1852402;470.13;0;47960;0.0;24886.41;24886.41;7326.0;27679607.59;32742536.19;13450148.5;12655943.22;33349735.87;0.0;0.0;0.0;
2016;1400159;Bonfim;RR;Roraima;1612;4016;9.0;0;;0.0;84.0;42.0;0.0;0.0;31067.56;0.0;0.0;0.0;0.0;1148990.73;1148990.73;
2022;1200401;Rio Branco;AC;Acre;75383;;594.36;0;30534;0.0;6928.69;93.15;3380.75;10895612.59;16621867.78;0.0;601188.96;0.0;0.0;;;Autarquia | Administração pública direta
2021;1400209;CaracaraÃ­;RR;Roraima;11477;13423;51.41;0;3808;0.0;1035.78;1035.78;0.0;0.0;193316.83;132399.0;0.0;12780.0;0.0;0.0;0.0;
2012;1200401;Rio Branco;AC;Acre;82890;319853;324.88;0;21737;0.0;3644.85;3644.85;3644.85;8016105.01;15448414.18;27401585.82;0.0;3681.0;0.0;1911190.16;23547332.84;Autarquia | Administração pública direta
2021;1200385;PlÃ¡cido de Castro;AC;Acre;1783;12154;4.7;0;505;0.0;78.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;97852.1;97852.1;Autarquia | Administração pública direta
2009;1200401;Rio Branco;AC;Acre;62202;283706;212.0;0;17183;0.0;3128.0;2503.0;3128.0;4117709.0;5244435.0;153000.0;0.0;0.0;2107223.0;13418806.0;37090355.0;Autarquia | Administração pública direta
2009;1400100;Boa Vista;RR;Roraima;50386;262952;208.03;0;14701;0.0;4006.45;4006.45;4006.45;7827392.13;2983018.0;;0.0;1020485.0;343350.0;0.0;45918926.0;
2020;1200385;PlÃ¡cido de Castro;AC;Acre;1516;12039;4.7;0;505;0.0;66.96;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;543210.69;543210.69;Autarquia | Administração pública direta
2020;1400209;CaracaraÃ­;RR;Roraima;11477;13214;51.41;0;3808;0.0;1035.78;1035.78;0.0;0.0;67182.61;95563.2;0.0;;0.0;0.0;0.0;
2022;1400159;Bonfim;RR;Roraima;7152;;29.75;0;;0.0;328.17;127.0;116.0;868463.24;341382.03;0.0;0.0;0.0;0.0;0.0;0.0;
2000;1200401;Rio Branco;AC;Acre;53516;226298;108.0;;13379;0.0;;0.0;1896.0;0.0;1000081.48;0.0;;75000.0;12172761.81;;;Autarquia | Administração pública direta
2020;1400282;Iracema;RR;Roraima;3581;5766;8.2;0;;0.0;85.0;0.0;0.0;100000.0;31911.58;0.0;0.0;;0.0;;0.0;
2014;1200104;BrasilÃ©ia;AC;Acre;5800;15576;12.75;0;1340;0.0;75.0;75.0;0.0;0.0;298867.8;11760.08;0.0;16909.08;15750.0;131703.76;131703.76;Autarquia | Administração pública direta
2006;1302603;Manaus;AM;Amazonas;185050;1677634;341.0;0;28897;0.0;19780.0;9215.0;5571.0;13316407.0;13691830.0;4256312.0;3270210.0;12606175.0;0.0;;;
2003;1400100;Boa Vista;RR;Roraima;45566;217203;207.1;0;13337;0.0;3636.2;3636.2;3636.2;3465160.39;1635274.69;;0.0;;317155.0;;;
2017;1304237;Tonantins;AM;Amazonas;7850;9786;40.0;0;8426;0.0;560.0;0.0;0.0;0.0;23325.0;6229.0;4526.0;;;0.0;0.0;
2017;1302603;Manaus;AM;Amazonas;261062;2119467;529.2;0;72758;54383.0;25286.8;25286.8;9245.92;48483717.35;36073227.31;12553928.03;15804003.94;23749908.34;0.0;0.0;0.0;
2020;1302900;MauÃ©s;AM;Amazonas;7360;32164;32.0;0;1472;0.0;814.14;814.14;0.0;0.0;374979.97;0.0;0.0;180444.25;0.0;0.0;0.0;
2019;1400209;CaracaraÃ­;RR;Roraima;11089;13002;51.41;0;3808;0.0;1035.78;1035.78;0.0;0.0;58291.95;104000.0;0.0;0.0;0.0;0.0;0.0;
2022;1400209;CaracaraÃ­;RR;Roraima;11477;;51.41;0;3808;0.0;1035.78;1035.78;0.0;0.0;247501.69;132982.5;0.0;0.0;0.0;0.0;0.0;
2020;1200401;Rio Branco;AC;Acre;88008;379594;550.82;0;27001;0.0;4740.98;4740.98;4740.98;9229417.72;5506200.41;12867579.66;0.0;870534.65;0.0;213147.15;1572570.51;Autarquia | Administração pública direta
2016;1303700;Santo AntÃ´nio do IÃ§Ã¡;AM;Amazonas;1010;12364;8.0;0;39;100.0;88.0;0.0;0.0;10000.0;5000.0;47668.0;0.0;;;0.0;0.0;
2015;1400209;CaracaraÃ­;RR;Roraima;10808;12015;15.41;0;;0.0;1035.78;1035.78;0.0;0.0;53563.94;60840.0;0.0;;0.0;0.0;0.0;
2002;1400100;Boa Vista;RR;Roraima;36260;210829;207.1;0;10497;0.0;3407.7;3407.7;3407.7;3526287.59;1914098.25;;0.0;2606569.0;12336436.0;;;
2017;1200401;Rio Branco;AC;Acre;83010;352072;534.32;0;25432;0.0;4329.95;4329.95;4329.95;7312063.23;2050838.85;9896968.84;0.0;0.0;0.0;8454027.08;11552015.09;Autarquia | Administração pública direta
2017;1400209;CaracaraÃ­;RR;Roraima;10808;12339;15.41;0;;0.0;1035.78;1035.78;0.0;0.0;151808.23;0.0;0.0;0.0;0.0;0.0;0.0;
2013;1302603;Manaus;AM;Amazonas;175387;1972131;478.16;0;50563;0.0;25784.04;25784.04;7458.85;34304587.1;29402741.21;10575467.16;13557971.72;69070200.0;0.0;0.0;0.0;
2019;1400100;Boa Vista;RR;Roraima;351037;390066;970.68;0;85229;0.0;16025.58;16025.58;10394.33;29588130.8;8090725.76;34409070.47;0.0;1467000.0;0.0;27468177.39;28777921.45;
2017;1200104;BrasilÃ©ia;AC;Acre;5800;16500;12.75;0;1340;0.0;75.0;75.0;0.0;0.0;0.0;163113.26;0.0;15541.97;0.0;619027.42;619027.42;Autarquia | Administração pública direta
2010;1400100;Boa Vista;RR;Roraima;53162;277799;208.37;0;13935;0.0;3765.79;3765.79;3765.79;7547239.0;2222562.97;473987.43;0.0;1233815.21;202177.58;;;
2017;1301001;Carauari;AM;Amazonas;6000;21707;20.0;0;;0.0;100.0;0.0;0.0;1000.0;168324.26;0.0;0.0;62919.57;0.0;0.0;0.0;Sociedade de economia mista com administração pública
2015;1302603;Manaus;AM;Amazonas;213935;2047282;480.07;0;60475;55566.0;26753.51;26753.51;8345.44;41066383.08;30208315.95;3789780.63;19308589.33;23389000.0;0.0;0.0;0.0;
2007;1200401;Rio Branco;AC;Acre;59448;269505;120.0;0;16422;0.0;2265.0;204.0;2664.81;2188488.19;1559134.08;0.0;0.0;138654.0;6055789.73;;;Autarquia | Administração pública direta
2012;1200336;MÃ¢ncio Lima;AC;Acre;296;9144;1.0;1;71;0.0;10.0;0.0;0.0;0.0;394314.16;0.0;0.0;0.0;0.0;861551.46;1069044.65;Autarquia | Administração pública direta | Administração pública direta
2012;1304237;Tonantins;AM;Amazonas;350;9022;3.03;2;150;0.0;15.0;0.0;0.0;0.0;6500.0;0.0;0.0;;;0.0;0.0;
2014;1400159;Bonfim;RR;Roraima;2256;3945;7.0;0;;0.0;29.0;0.0;0.0;0.0;20793.52;;354.0;;0.0;0.0;0.0;
2020;1200328;JordÃ£o;AC;Acre;1200;2927;3.0;0;;0.0;25.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;134277.33;433055.27;Autarquia | Administração pública direta
2021;1200401;Rio Branco;AC;Acre;95098;385134;550.82;0;29833;0.0;4766.25;2874.09;4766.25;9419057.6;5506200.41;15887242.45;0.0;597104.55;0.0;0.0;304038.13;Autarquia | Administração pública direta
2020;1303536;Presidente Figueiredo;AM;Amazonas;5000;17794;19.57;0;1200;0.0;620.0;0.0;0.0;0.0;400000.0;0.0;0.0;0.0;0.0;0.0;0.0;
2021;1302603;Manaus;AM;Amazonas;574167;2244470;805.0;0;88634;64286.0;19368.0;19368.0;11665.0;64295562.29;77355911.66;146833638.99;77689287.14;102213159.36;0.0;0.0;0.0;
2020;1302603;Manaus;AM;Amazonas;487158;2208331;579.11;0;80492;67795.0;20521.0;20521.0;11023.0;61063238.65;57191111.61;141189020.96;34158086.41;88329645.75;;0.0;0.0;
2013;1200401;Rio Branco;AC;Acre;72046;327970;438.97;0;22262;0.0;3728.55;3728.55;3728.55;6405157.8;4412380.72;6907268.94;0.0;527796.94;19530.0;1139689.17;11921118.53;Autarquia | Administração pública direta
2015;1200385;PlÃ¡cido de Castro;AC;Acre;11020;10955;1.0;0;;0.0;2000.0;1000.0;0.0;0.0;234873.96;154050.0;0.0;0.0;;1751.34;1378875.4;Autarquia | Administração pública direta
2016;1400100;Boa Vista;RR;Roraima;184985;318940;794.93;0;53815;0.0;14500.0;12380.0;7052.83;18281074.44;6884619.41;31152480.16;0.0;2904899.83;0.0;51359620.32;51381150.28;
2009;1302603;Manaus;AM;Amazonas;209672;1728330;416.0;0;36725;0.0;29999.0;28498.0;6371.0;20420430.0;16087765.0;772641.0;19455872.0;5270053.0;0.0;;;
2002;1302603;Manaus;AM;Amazonas;96975;1479203;342.0;0;26032;0.0;10810.0;2210.0;4489.0;7422000.0;10152000.0;0.0;23858000.0;0.0;0.0;;;
2001;1400100;Boa Vista;RR;Roraima;32196;204907;149.39;0;9497;0.0;2989.89;2989.89;2989.89;2938028.88;1394237.3;;;791144.02;6374817.89;;;
2016;1302603;Manaus;AM;Amazonas;213248;2083776;524.41;0;60133;53168.0;26779.35;26779.35;8445.7;46601002.7;27281039.22;1562639.29;17559173.5;53251267.4;0.0;0.0;0.0;
2003;1302603;Manaus;AM;Amazonas;120234;1517464;303.0;0;27432;0.0;11630.0;3638.0;5929.0;9813277.0;10814691.0;29169749.0;17900342.0;19156286.0;0.0;;;
2022;1400308;MucajaÃ­;RR;Roraima;9788;;17.8;0;;0.0;407.28;407.28;0.0;0.0;417177.31;0.0;0.0;0.0;0.0;0.0;0.0;
2021;1200138;Bujari;AC;Acre;152;4609;1.0;0;38;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2021;1400159;Bonfim;RR;Roraima;6472;4307;27.75;0;;0.0;176.0;115.0;226.69;797715.9;334103.86;0.0;0.0;185353.72;0.0;0.0;0.0;
2015;1303536;Presidente Figueiredo;AM;Amazonas;5000;15698;19.57;0;1200;0.0;620.0;0.0;0.0;0.0;200000.0;215000.0;0.0;0.0;0.0;0.0;0.0;
2020;1200336;MÃ¢ncio Lima;AC;Acre;11112;11112;47.41;0;;0.0;486.71;486.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta | Administração pública direta
2021;1303536;Presidente Figueiredo;AM;Amazonas;5000;18225;19.57;0;1200;0.0;620.0;0.0;0.0;0.0;400000.0;0.0;0.0;0.0;0.0;0.0;0.0;
2013;1200104;BrasilÃ©ia;AC;Acre;5500;15257;12.75;0;1340;0.0;75.0;75.0;0.0;0.0;286462.81;238181.69;0.0;227840.71;111476.32;;791443.61;Autarquia | Administração pública direta
2002;1200401;Rio Branco;AC;Acre;65473;239426;118.6;0;14582;0.0;5906.4;0.0;2094.0;1976435.0;1407272.0;0.0;0.0;394199.05;1386668.0;;;Autarquia | Administração pública direta
2004;1302603;Manaus;AM;Amazonas;184212;1582284;303.0;0;27554;0.0;12000.0;3000.0;5772.0;12163886.0;12831393.5;14871440.99;3575502.95;22467390.0;0.0;;;
2001;1200401;Rio Branco;AC;Acre;53516;233784;108.0;0;13379;0.0;;;2445.0;3522185.23;1041155.66;0.0;;;;;;Autarquia | Administração pública direta
2021;1400100;Boa Vista;RR;Roraima;401944;426588;979.43;0;120762;0.0;19369.41;19369.41;12942.5;34958524.75;32704220.06;92470667.9;0.0;5223130.98;0.0;0.0;0.0;
2016;1304237;Tonantins;AM;Amazonas;7850;9708;40.0;0;8426;0.0;560.0;0.0;0.0;0.0;25325.0;6229.0;4526.0;;;0.0;0.0;
2010;1303536;Presidente Figueiredo;AM;Amazonas;7800;13001;20.58;0;1201;0.0;412.0;0.0;0.0;0.0;352351.0;0.0;0.0;41321.0;0.0;0.0;0.0;
2006;1200401;Rio Branco;AC;Acre;74138;280908;118.6;0;16475;0.0;2618.0;194.0;2663.3;2203324.71;1969168.59;0.0;0.0;0.0;2609024.6;;;Autarquia | Administração pública direta
2022;1200336;MÃ¢ncio Lima;AC;Acre;12000;;50.41;1;;0.0;550.71;550.71;0.0;0.0;1244975.55;1012587.39;1000.0;23919.78;0.0;0.0;120583.67;Autarquia | Administração pública direta | Administração pública direta
2021;1200336;MÃ¢ncio Lima;AC;Acre;11112;11303;50.41;1;;0.0;550.71;550.71;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta | Administração pública direta
2007;1400100;Boa Vista;RR;Roraima;49946;246156;207.2;0;14412;0.0;4117.6;4117.6;4117.6;6543865.22;1487166.75;;0.0;2919302.88;300000.0;;;
2017;1200054;Assis Brasil;AC;Acre;;4257;;;;0.0;;;;;0.0;81556.63;0.0;0.0;0.0;813054.94;813054.94;Autarquia | Administração pública direta
2017;1200138;Bujari;AC;Acre;;4213;;;;0.0;;;;;0.0;118627.83;0.0;0.0;0.0;0.0;0.0;Autarquia | Administração pública direta
2019;1400407;Normandia;RR;Roraima;;2918;;;;0.0;;;;;33880.25;0.0;0.0;0.0;0.0;0.0;0.0;
2020;1400605;SÃ£o Luiz;RR;Roraima;;5353;;;;0.0;;;;;24258.0;;0.0;;0.0;;0.0;
2016;1400282;Iracema;RR;Roraima;;4967;;;;0.0;;;;;22162.25;0.0;0.0;0.0;0.0;0.0;0.0;
